Cycle,NO.1,NO.2,NO.3,NO.4,NO.5,NO.6,NO.7,NO.8,NO.9,NO.10,NO.11,NO.12,NO.13,NO.14,NO.15,NO.16,NO.17,NO.18,NO.19,NO.20,NO.21,NO.22,NO.23,NO.24,NO.25,NO.26,NO.27,NO.28,NO.29,NO.30,NO.31,NO.32,NO.33,NO.34,NO.35,NO.36,NO.37,NO.38,NO.39,NO.40,NO.41,NO.42,NO.43,NO.44,NO.45,NO.46,NO.47,NO.48,NO.49,NO.50,NO.51,NO.52,NO.53,NO.54,NO.55,NO.56,NO.57,NO.58,NO.59,NO.60,NO.61,NO.62,NO.63,NO.64,NO.65,NO.66,NO.67,NO.68,NO.69,NO.70,NO.71,NO.72,NO.73,NO.74,NO.75,NO.76,NO.77,NO.78,NO.79
317,1.072602768,1.045140826,1.061499475,1.051443714,1.071677983,1.064347384,1.028035695,1.064261278,1.063051804,1.073100298,1.064445104,1.065231515,1.072888073,1.061511842,1.078051479,1.058711299,1.072137027,1.05571495,1.059492282,1.049508924,1.046537614,1.055576395,1.072171889,1.06685809,1.060471889,1.043907847,1.043735466,1.044482977,1.047140324,1.078052538,NA,0.956460527,0.92621424,0.960831089,0.984542729,0.960834886,0.935546343,0.924516492,0.991958946,0.975820945,1.004892531,1.000429988,0.990841204,0.951316381,0.960416963,0.961182791,1.003085879,1.00596964,NA,0.97861811,1.018619514,1.024258617,1.004960201,0.963284122,1.027258354,0.98893576,0.97240902,0.968394263,0.985189282,0.907984855,0.964273766,0.958147323,0.957312827,0.983822564,0.913976863,1.009402047,0.975762337,0.944813414,1.050814488,1.050026458,1.051820773,1.052799302,1.051371198,1.055169791,1.059759566,1.049399262,1.045891558,1.038784459,1.062650325
318,1.072564432,1.045071289,1.061442488,1.051351552,1.071629938,1.064295859,1.027939177,1.064152464,1.062994528,1.073032491,1.064375923,1.065168602,1.072853927,1.061415438,1.077993519,1.058587923,1.072012551,1.055575768,1.059347592,1.049289233,1.0462802,1.055293685,1.072129063,1.066798959,1.060270266,1.043702356,1.04331628,1.044044592,1.046996044,1.077978239,NA,0.955494495,0.925226715,0.959902744,0.983636178,0.960014584,0.934599348,0.922705341,0.99104598,0.974909938,1.004119403,0.99977044,0.989924849,0.950049767,0.959283798,0.959971573,1.002277788,1.004998039,NA,0.977560838,1.017867154,1.023469572,1.004025946,0.961924298,1.026599057,0.987675806,0.97097631,0.966726549,0.984321533,0.905802348,0.962880279,0.956721536,0.955702334,0.982822093,0.911468709,1.009265987,0.974678729,0.944329513,1.050751066,1.049967535,1.051770704,1.052745598,1.051310766,1.055111237,1.059704652,1.049337091,1.045829752,1.038716391,1.062610366
319,1.072526023,1.045001172,1.061385203,1.051258349,1.071581831,1.064244085,1.027841973,1.064042761,1.062937198,1.072964404,1.064306228,1.065105476,1.072819816,1.061317951,1.077935395,1.058463378,1.071887015,1.055435061,1.059201322,1.049067114,1.046019546,1.055007622,1.072086213,1.066739847,1.060066597,1.043494466,1.042893486,1.043602007,1.046849887,1.077903582,NA,0.954518658,0.924230735,0.958966695,0.982720131,0.959186383,0.933638821,0.920872996,0.990124702,0.973989653,1.003337597,0.999104642,0.988998121,0.948768116,0.958138555,0.958746995,1.001461203,1.004014372,NA,0.976490806,1.017105586,1.022671181,1.003080253,0.960546423,1.025932165,0.986400887,0.969524313,0.96503781,0.983445535,0.903594863,0.96147292,0.955280977,0.954074426,0.981809965,0.908928473,1.009129651,0.973582882,0.943841686,1.050687872,1.04990879,1.051720607,1.052691944,1.051250442,1.055052791,1.059649823,1.049275077,1.045768064,1.038648052,1.062570339
320,1.072487542,1.044930465,1.061327612,1.051164087,1.071533658,1.064192057,1.027744065,1.063932162,1.062879813,1.072896034,1.064236016,1.065042133,1.072785738,1.061219364,1.077877101,1.058337649,1.07176041,1.055292813,1.059053458,1.048842543,1.045755614,1.054718174,1.072043339,1.066680752,1.059860868,1.043284153,1.042467067,1.043155196,1.046701815,1.077828563,NA,0.953532918,0.923226226,0.958022899,0.981794507,0.958350219,0.932664606,0.919019269,0.989195054,0.973060007,1.002547033,0.998432551,0.988060932,0.947471288,0.956981126,0.957508941,1.000636058,1.00301853,NA,0.975407895,1.016334722,1.021863368,1.002123023,0.959150317,1.025257613,0.985110877,0.96805284,0.963327857,0.982561223,0.901362196,0.960051598,0.953825538,0.952428974,0.980786077,0.90635587,1.008993028,0.97247469,0.943349884,1.050624907,1.049850225,1.051670482,1.052638342,1.051190226,1.054994454,1.059595076,1.049213219,1.045706495,1.038579434,1.062530245
321,1.07244899,1.04485916,1.061269713,1.051068753,1.071485413,1.064139769,1.027645433,1.063820657,1.062822372,1.072827376,1.064165281,1.064978569,1.072751694,1.061119656,1.077818632,1.058210725,1.071632722,1.055149008,1.058903982,1.048615496,1.045488367,1.05442531,1.072000442,1.066621675,1.059653069,1.043071394,1.04203701,1.042704137,1.046551787,1.077753176,NA,0.952537178,0.922213117,0.957071311,0.980859227,0.957506028,0.931676545,0.917143971,0.98825698,0.972120915,1.001747633,0.997754124,0.987113195,0.946159138,0.955811399,0.956257301,0.999802288,1.002010405,NA,0.974311983,1.015554476,1.021046055,1.001154158,0.957735796,1.024575332,0.983805652,0.966561699,0.9615965,0.981668531,0.899104143,0.958616219,0.952355108,0.950765849,0.979750321,0.903750613,1.008856109,0.971354048,0.942854056,1.050562171,1.049791841,1.05162033,1.05258479,1.051130119,1.054936225,1.059540411,1.04915152,1.045645046,1.03851053,1.062490085
322,1.072410366,1.04478725,1.0612115,1.050972329,1.071437092,1.064087217,1.027546055,1.063708239,1.062764874,1.072758425,1.064094016,1.064914782,1.072717683,1.061018811,1.077759985,1.058082592,1.071503942,1.055003631,1.058752879,1.048385951,1.045217768,1.054128996,1.071957522,1.066562614,1.059443186,1.042856165,1.041603298,1.042248804,1.046399766,1.077677417,NA,0.951531341,0.921191333,0.956111888,0.979914211,0.956653746,0.930674478,0.915246914,0.987310422,0.971172294,1.000939316,0.997069319,0.986154821,0.944831523,0.954629265,0.954991958,0.998959828,1.000989888,NA,0.973202949,1.014764762,1.020219164,1.00017356,0.95630268,1.023885254,0.982485086,0.965050701,0.959843546,0.980767394,0.896820496,0.95716669,0.950869577,0.949084921,0.97870259,0.901112412,1.008718883,0.970220849,0.942354151,1.050499666,1.049733638,1.051570151,1.052531292,1.051070121,1.054878106,1.059485829,1.049089981,1.045583717,1.038441333,1.062449859
323,1.072371671,1.044714726,1.061152968,1.0508748,1.071388689,1.064034395,1.027445912,1.063594897,1.062707316,1.072689176,1.064022217,1.064850767,1.072683704,1.060916807,1.077701154,1.057953237,1.071374059,1.054856665,1.058600131,1.048153882,1.044943779,1.053829202,1.071914579,1.06650357,1.059231206,1.042638444,1.041165917,1.041789174,1.04624571,1.077601281,NA,0.95051531,0.920160801,0.955144586,0.978959379,0.955793308,0.929658247,0.913327906,0.986355322,0.97021406,1.000122003,0.996378094,0.985185721,0.943488301,0.953434612,0.9537128,0.998108612,0.999956868,NA,0.97208067,1.013965492,1.019382615,0.999181128,0.954850783,1.023187313,0.981149055,0.963519652,0.958068805,0.979857745,0.894511051,0.955702917,0.949368834,0.94738606,0.977642777,0.898440979,1.008581338,0.969074987,0.941850118,1.050437393,1.049675617,1.051519947,1.052477846,1.051010234,1.054820097,1.059431328,1.049028603,1.04552251,1.038371834,1.062409568
324,1.072332905,1.04464158,1.061094113,1.050776151,1.071340199,1.063981298,1.027344982,1.063480625,1.062649699,1.072619625,1.063949878,1.064786521,1.072649757,1.060813627,1.077642133,1.057822646,1.071243061,1.054708094,1.058445723,1.047919267,1.044666361,1.053525894,1.071871613,1.066444541,1.059017117,1.042418206,1.040724852,1.041325221,1.046089581,1.077524763,NA,0.949488985,0.919121447,0.954169361,0.977994649,0.95492465,0.928627691,0.911386758,0.985391622,0.969246127,0.999295613,0.995680406,0.984205806,0.942129325,0.952227329,0.95241971,0.997248574,0.998911236,NA,0.970945023,1.013156578,1.018536331,0.998176763,0.953379922,1.022481439,0.97979743,0.961968359,0.956272084,0.978939517,0.892175599,0.954224806,0.947852769,0.945669137,0.976570775,0.895736021,1.008443464,0.967916355,0.941341908,1.050375352,1.049617781,1.051469719,1.052424454,1.050950457,1.054762198,1.059376908,1.048967387,1.045461425,1.038302028,1.062369213
325,1.07229407,1.044567804,1.06103493,1.050676366,1.071291617,1.063927919,1.027243246,1.063365413,1.06259202,1.072549766,1.063876992,1.064722042,1.072615841,1.06070925,1.077582918,1.057690806,1.071110937,1.054557901,1.058289639,1.04768208,1.044385476,1.05321904,1.071828626,1.066385528,1.058800906,1.042195429,1.040280087,1.040856921,1.045931338,1.077447857,NA,0.948452269,0.918073196,0.953186169,0.977019942,0.954047707,0.927582649,0.909423278,0.984419265,0.96826841,0.998460066,0.994976211,0.983214986,0.940754451,0.951007303,0.951112575,0.996379648,0.997852882,NA,0.969795885,1.012337931,1.017680232,0.997160365,0.951889911,1.021767565,0.978430086,0.960396628,0.954453188,0.978012644,0.889813932,0.952732263,0.946321271,0.943934019,0.975486474,0.892997248,1.008305251,0.966744846,0.940829467,1.050313546,1.049560128,1.051419466,1.052371117,1.050890792,1.054704409,1.059322568,1.048906334,1.045400463,1.038231906,1.062328795
326,1.072255164,1.044493388,1.060975413,1.050575428,1.071242936,1.063874255,1.027140682,1.063249251,1.062534279,1.072479595,1.063803555,1.064657324,1.072581957,1.060603658,1.077523504,1.057557703,1.070977676,1.054406071,1.05813186,1.047442298,1.044101087,1.052908609,1.071785616,1.066326528,1.058582562,1.041970089,1.039831609,1.04038425,1.045770939,1.077370559,NA,0.947405061,0.917015975,0.952194966,0.976035175,0.953162414,0.926522958,0.907437273,0.983438192,0.967280823,0.997615281,0.994265467,0.982213171,0.939363532,0.949774423,0.949791278,0.995501768,0.996781693,NA,0.968633132,1.011509464,1.016814239,0.996131833,0.950380564,1.021045621,0.977046895,0.958804264,0.952611923,0.977077059,0.887425842,0.951225194,0.944774226,0.942180575,0.974389767,0.890224365,1.008166687,0.965560351,0.940312745,1.050251975,1.049502661,1.05136919,1.052317834,1.050831238,1.054646732,1.059268308,1.048845446,1.045339625,1.03816146,1.062288314
327,1.072216189,1.044418326,1.060915558,1.050473321,1.071194153,1.063820298,1.027037269,1.063132133,1.062476475,1.072409107,1.063729561,1.064592365,1.072548103,1.06049683,1.077463886,1.057423325,1.070843266,1.054252588,1.057972371,1.047199897,1.043813153,1.052594566,1.071742584,1.066267543,1.058362071,1.041742162,1.039379401,1.039907183,1.045608345,1.077292863,NA,0.946347261,0.915949708,0.951195707,0.975040267,0.952268705,0.925448456,0.905428549,0.982448344,0.966283281,0.996761175,0.993548131,0.981200272,0.937956423,0.948528575,0.948455703,0.994614868,0.995697559,NA,0.967456639,1.010671087,1.015938272,0.995091066,0.948851694,1.020315537,0.975647728,0.957191072,0.950748093,0.976132694,0.885011119,0.949703503,0.943211523,0.940408674,0.973280544,0.887417077,1.008027761,0.964362762,0.939791689,1.050190639,1.049445381,1.051318892,1.052264608,1.050771797,1.054589167,1.059214127,1.048784724,1.045278912,1.038090683,1.06224777
328,1.072177146,1.044342607,1.06085536,1.05037003,1.07114526,1.063766044,1.026932986,1.063014049,1.062418605,1.072338298,1.063655003,1.064527161,1.07251428,1.060388747,1.077404058,1.057287656,1.070707696,1.054097434,1.057811156,1.046954851,1.043521638,1.05227688,1.071699531,1.06620857,1.05813942,1.041511624,1.03892345,1.039425695,1.045443514,1.077214764,NA,0.945278771,0.914874319,0.950188348,0.974035135,0.951366515,0.924358978,0.903396914,0.981449663,0.965275696,0.995897668,0.99282416,0.980176196,0.936532975,0.947269646,0.947105733,0.99371888,0.994600367,NA,0.966266281,1.009822711,1.015052251,0.994037963,0.947303113,1.019577246,0.974232459,0.955556854,0.948861502,0.975179483,0.882569552,0.948167096,0.941633049,0.938618182,0.972158695,0.884575089,1.007888462,0.963151971,0.939266248,1.05012954,1.049388287,1.051268573,1.052211437,1.050712468,1.054531713,1.059160025,1.048724168,1.045218325,1.038019568,1.062207165
329,1.072138033,1.044266225,1.060794814,1.050265537,1.071096253,1.063711487,1.026827811,1.062894989,1.062360669,1.072267161,1.063579877,1.064461709,1.072480486,1.060279389,1.077344015,1.057150685,1.070570955,1.053940594,1.057648197,1.046707137,1.0432265,1.051955517,1.071656456,1.06614961,1.057914598,1.041278451,1.03846374,1.038939763,1.045276404,1.077136258,NA,0.944199487,0.913789733,0.949172846,0.973019698,0.950455777,0.923254361,0.90134217,0.98044209,0.964257983,0.995024677,0.99209351,0.979140854,0.93509304,0.945997521,0.945741251,0.992813737,0.993490004,NA,0.965061932,1.008964246,1.014156096,0.992972422,0.945734631,1.018830676,0.972800956,0.953901412,0.946951954,0.974217356,0.880100929,0.946615877,0.940038692,0.936808967,0.97102411,0.881698102,1.007748779,0.961927868,0.938736369,1.050068679,1.049331382,1.051218232,1.052158324,1.050653253,1.054474372,1.059106,1.048663779,1.045157864,1.037948105,1.062166499
330,1.072098853,1.044189169,1.060733915,1.050159826,1.071047126,1.063656622,1.026721722,1.062774946,1.062302665,1.072195693,1.063504176,1.064396004,1.072446722,1.060168737,1.077283752,1.057012396,1.070433031,1.05378205,1.057483477,1.04645673,1.042927702,1.051630444,1.071613361,1.066090662,1.057687592,1.04104262,1.038000257,1.03844936,1.045106974,1.077057338,NA,0.94310931,0.912695875,0.948149155,0.971993873,0.949536426,0.922134438,0.899264124,0.979425566,0.963230053,0.99414212,0.991356138,0.978094154,0.933636471,0.944712085,0.944362139,0.991899373,0.992366358,NA,0.963843465,1.008095601,1.013249727,0.991894341,0.944146059,1.018075758,0.971353092,0.952224548,0.945019249,0.973246247,0.877605039,0.945049751,0.938428337,0.934980896,0.969876679,0.878785819,1.007608699,0.960690342,0.938201998,1.050008056,1.049274665,1.051167872,1.052105268,1.050594152,1.054417143,1.059052053,1.04860356,1.04509753,1.037876288,1.062125773
331,1.072059604,1.044111433,1.060672658,1.050052882,1.070997873,1.063601442,1.026614699,1.062653911,1.062244591,1.072123887,1.063427895,1.064330044,1.072412986,1.060056769,1.077223263,1.056872777,1.070293913,1.053621786,1.05731698,1.046203605,1.042625203,1.051301627,1.071570245,1.066031725,1.057458388,1.040804106,1.037532985,1.037954464,1.044935182,1.076978,NA,0.942008137,0.911592667,0.947117231,0.970957575,0.948608395,0.920999044,0.897162577,0.978400031,0.96219182,0.993249914,0.990612,0.977036003,0.932163117,0.943413225,0.94296828,0.990975719,0.991229315,NA,0.962610755,1.007216686,1.012333062,0.990803616,0.942537206,1.017312422,0.969888737,0.950526063,0.94306319,0.972266086,NA,0.943468621,0.936801872,0.933133834,0.968716289,NA,1.007468212,0.959439285,0.937663084,1.049947673,1.049218138,1.051117492,1.052052271,1.050535165,1.054360028,1.058998182,1.04854351,1.045037324,1.037804109,1.062084987
332,1.072020288,1.044033006,1.060611038,1.049944686,1.070948488,1.063545941,1.026506719,1.062531874,1.062186448,1.07205174,1.063351028,1.064263823,1.072379279,1.059943465,1.077162544,1.056731813,1.070153589,1.053459786,1.057148688,1.045947737,1.042318964,1.050969034,1.071527109,1.065972797,1.057226975,1.040562885,1.03706191,1.037455048,1.044760984,1.076898239,NA,0.940895866,0.910480033,0.94607703,0.969910723,0.947671617,0.919848011,0.895037332,0.977365427,0.961143195,0.992347976,0.989861053,0.975966311,0.930672829,0.942100823,0.941559554,0.990042708,0.990078762,NA,0.961363673,1.006327411,1.01140602,0.989700146,0.940907881,1.016540597,0.968407759,0.948805755,0.941083575,0.971276806,NA,0.941872392,0.935159181,0.931267648,0.96754283,NA,1.007327305,0.958174586,0.937119573,1.049887529,1.049161801,1.051067094,1.051999332,1.050476293,1.054303026,1.058944387,1.048483631,1.044977246,1.037731558,1.062044142
333,1.071980905,1.04395388,1.06054905,1.049835223,1.070898966,1.063490115,1.026397759,1.062408828,1.062128232,1.071979245,1.063273569,1.06419734,1.072345599,1.059828806,1.077101588,1.05658949,1.070012048,1.053296032,1.056978585,1.045689101,1.042008945,1.050632631,1.071483952,1.06591388,1.05699334,1.040318933,1.036587018,1.036951088,1.044584339,1.076818048,NA,0.939772394,0.909357896,0.945028507,0.968853232,0.946726026,0.91868117,0.892888192,0.976321693,0.96008409,0.991436221,0.989103253,0.974884983,0.929165456,0.940774764,0.940135842,0.989100271,0.988914582,NA,0.960102091,1.005427682,1.01046852,0.988583826,0.93925789,1.015760212,0.966910027,0.947063423,0.939080206,0.970278337,NA,0.940260967,0.933500149,0.929382202,0.96635619,NA,1.007185967,0.956896133,0.93657141,1.049827626,1.049105655,1.051016678,1.051946453,1.050417535,1.054246137,1.058890667,1.048423924,1.044917297,1.037658629,1.062003238
334,1.071941456,1.043874047,1.060486688,1.049724475,1.070849301,1.063433957,1.026287798,1.062284762,1.062069943,1.071906398,1.063195513,1.064130589,1.072311947,1.05971277,1.077040391,1.056445795,1.069869277,1.053130508,1.056806654,1.045427673,1.041695106,1.050292384,1.071440776,1.06585497,1.056757471,1.040072225,1.036108293,1.03644256,1.044405203,1.076737423,NA,0.938637618,0.908226178,0.943971617,0.967785017,0.945771555,0.917498353,0.890714956,0.975268771,0.959014415,0.990514567,0.988338556,0.973791928,0.927640846,0.939434931,0.938697024,0.988148342,0.987736662,NA,0.958825881,1.004517409,1.00952048,0.987454552,0.937587041,1.014971196,0.965395412,0.945298864,0.937052879,0.969270609,NA,0.938634249,0.931824663,0.927477361,0.965156254,NA,1.007044186,0.955603814,0.936018543,1.049767965,1.0490497,1.050966245,1.051893634,1.050358894,1.054189363,1.05883702,1.048364389,1.044857479,1.037585313,1.061962277
335,1.07190194,1.043793498,1.060423948,1.049612426,1.070799486,1.063377461,1.026176814,1.062159669,1.062011579,1.071833194,1.063116852,1.064063568,1.072278322,1.059595338,1.076978946,1.056300713,1.069725265,1.052963196,1.056632876,1.045163427,1.041377407,1.049948259,1.071397579,1.065796069,1.056519354,1.039822737,1.035625721,1.035929438,1.044223532,1.076656359,NA,0.937491433,0.907084803,0.942906316,0.966705995,0.944808136,0.916299391,0.888517425,0.974206599,0.957934083,0.98958293,0.987566919,0.972687052,0.926098847,0.938081206,0.937242982,0.98718685,0.986544886,NA,0.957534913,1.003596499,1.008561817,0.986312222,0.935895139,1.014173476,0.963863779,0.943511876,0.935001394,0.968253554,NA,0.936992141,0.930132607,0.92555299,0.963942912,NA,1.006901949,0.954297518,0.935460917,1.049708546,1.048993938,1.050915796,1.051840875,1.050300368,1.054132702,1.058783448,1.048305028,1.044797791,1.037511601,1.061921259
336,1.071862358,1.043712223,1.060360824,1.049499059,1.070749516,1.063320622,1.026064783,1.062033538,1.061953139,1.071759626,1.063037583,1.063996272,1.072244724,1.059476487,1.076917249,1.05615423,1.069580001,1.05279408,1.056457236,1.044896338,1.041055806,1.049600223,1.071354364,1.065737175,1.056278977,1.039570444,1.035139287,1.035411698,1.044039284,1.076574849,NA,0.936333736,0.905933692,0.941832559,0.965616081,0.943835701,0.915084112,0.886295397,0.973135118,0.956843003,0.988641223,0.986788297,0.971570262,0.924539308,0.936713473,0.935773593,0.986215728,0.985339138,NA,0.956229057,1.00266486,1.007592449,0.985156728,0.934181989,1.013366983,0.962314997,0.941702254,0.932925546,0.967227103,NA,0.935334547,0.928423864,0.923608952,0.962716048,NA,1.006759245,0.952977133,0.934898478,1.049649369,1.048938369,1.050865331,1.051788177,1.050241958,1.054076157,1.058729947,1.048245842,1.044738233,1.037437486,1.061880184
337,1.07182271,1.043630214,1.060297312,1.049384355,1.070699385,1.063263432,1.025951683,1.061906362,1.061894622,1.071685691,1.062957698,1.063928698,1.072211151,1.059356198,1.076855293,1.056006332,1.069433472,1.052623143,1.056279715,1.04462638,1.040730264,1.049248241,1.071311129,1.065678287,1.056036327,1.039315322,1.034648977,1.034889315,1.043852414,1.076492888,NA,0.935164421,0.904772766,0.940750302,0.964515189,0.942854182,0.913852345,0.884048672,0.972054267,0.955741085,0.987689363,0.986002646,0.970441463,0.922962073,0.935331613,0.934288737,0.985234906,0.984119302,NA,0.954908184,1.001722398,1.006612294,0.983987968,0.932447394,1.012551642,0.960748933,0.939869792,0.930825131,0.966191184,NA,0.933661368,0.926698318,0.92164511,0.961475549,NA,1.006616061,0.951642545,0.93433117,1.049590436,1.048882993,1.050814852,1.051735541,1.050183665,1.054019725,1.058676518,1.048186831,1.044678808,1.037362958,1.061839054
